上课班级,选课人数,开课编号,开课课程,授课教师,教师所在院系,开课时间,上课地点,上课周次,单双周,分组名,备注
临床医学五年类2513-15,89,202520262001316,细胞生物学C,"范亮亮[219085],黄皓[223125],李杰[209043],刘慕君[207139],文斗斗[803371],夏赞贤[213170],项荣[207047],张树冰[205054],周叶方[207147]",生命科学学院,40708,C座103,9-16,全周,,课表
思政2401,30,202520262005480,马克思主义发展史,胡栋材[215065],马克思主义学院,40708,C座103,1-6,全周,,课表
矿物2401-02,56,202520262007640,流体力学B,李海英[130265],土木工程学院,40708,C座104,1-12,全周,,课表
西班牙语2501,0,202520262001730,数据库技术与应用,"奎晓燕[209112],王磊[207094]","计算机学院,信息与网络中心",40708,C座105,1-12,全周,,课表
应物T2501班应物2501班航天2501-02,129,202520262003094,计算机程序设计基础（C++）,曹岳辉[132313],计算机学院,40708,C座108,1-12,全周,,课表
行政2501,25,202520262000871,公共行政学,许源源[139186],公共管理学院,40708,C座109,1-12,全周,,课表
统计2501-04,0,202520262002356,计算机程序设计基础（Python）,李力[802945],计算机学院,40708,C座111,1-12,全周,,课表
轨道交通安全类2513-16,100,202520262002663,计算机程序设计基础（Python）,温国海[803337],计算机学院,40708,C座112,1-12,全周,,课表
电子信息类2505-08,140,202520262017655,线性代数,何伟[137331],数学与统计学院,40708,C座203,1-10,全周,,课表
轨道交通安全类2519-22,102,202520262020185,线性代数,石坐顺华[216073],数学与统计学院,40708,C座204,1-10,全周,,课表
化学生物环境类2501-04,110,202520262002180,计算机程序设计基础（Python）,周欣然[713011],计算机学院,40708,C座205,1-12,全周,,课表
能源类2505-08,118,202520262020140,线性代数,邓松海[801706],数学与统计学院,40708,C座206,1-10,全周,,课表
临班,0,202520262021922,社会主义发展史,何秋娟[220251],马克思主义学院,40708,C座207,9-16,单周,临班,课表
城地2401-03,77,202520262007786,材料力学B,刘志久[149013],土木工程学院,40708,C座207,1-8,单周,,课表
机械类2517-18班计算机类2513班机械T2501,88,202520262020119,线性代数,张晓江[224090],数学与统计学院,40708,C座209,1-10,全周,,课表
冶金材料类2517-20,107,202520262020143,线性代数,方秋莲[706100],数学与统计学院,40708,C座210,1-10,全周,,课表
冶金材料类2501-04,110,202520262020124,线性代数,周英告[137297],数学与统计学院,40708,C座304,1-10,全周,,课表
应化2402,26,202520262006227,仪器分析A,司士辉[135247],化学化工学院,40708,C座307,1-12,全周,,课表
冶金材料类2513-16,110,202520262020138,线性代数,汪炎汝[701608],数学与统计学院,40708,C座308,1-10,全周,,课表
机械类2513-16,112,202520262020122,线性代数,朱世华[137248],数学与统计学院,40708,C座310,1-10,全周,,课表
轨道交通安全类2501-05,119,202520262020180,线性代数,宁家福[217074],数学与统计学院,40708,C座311,1-10,全周,,课表
软件工程2505-07班冶金T2501,83,202520262020187,线性代数,胡烨耀[220169],数学与统计学院,40708,C座402,1-10,全周,,课表
能动2404,29,202520262006929,自动控制原理,宋彦坡[205163],能源科学与工程学院,40708,C座403,1-8,全周,,课表
轨道交通安全类2509-12,100,202520262002634,计算机程序设计基础（Python）,康松林[703127],计算机学院,40708,C座404,1-12,全周,,课表
冶金2301-02,53,202520262013463,习近平新时代中国特色社会主义思想概论,邢旭[222116],马克思主义学院,40708,C座407,1-16,单周,,课表
信安2301-02,56,202520262008406,习近平新时代中国特色社会主义思想概论,王琴[221117],马克思主义学院,40708,C座408,1-16,单周,,课表
土木国际2401-03,79,202520262018736,形势与政策,刘勇为[210125],马克思主义学院,40708,C座408,"8,12",全周,,课表
通信2404-05班电科2404,81,202520262004554,马克思主义基本原理,朱茜玉[220227],马克思主义学院,40708,C座410,1-16,全周,,课表
检验2503,24,202520262001447,分析化学,张代亮[222302],化学化工学院,40708,C座411,1-8,全周,,课表
交通运输类2510-12,80,202520262002812,国家安全教育,柯闻秀[701255],马克思主义学院,40708,C座411,"10-12,14-16",全周,,课表
交通运输类2513-14,52,202520262018423,形势与政策,罗方禄[214062],马克思主义学院,40708,C座501,"9,13",全周,,课表
交运2401-02,52,202520262006758,交通运输企业管理,"毛成辉[705060],彭勇[212200]",交通运输工程学院,40708,C座501,1-8,全周,,课表
交通运输类2501-03,76,202520262002802,大学生心理健康教育（二）,江胜珍[139214],马克思主义学院,40708,C座501,"10-12,14-16",全周,,课表
能器2301-02,54,202520262013373,习近平新时代中国特色社会主义思想概论,覃韵[222097],马克思主义学院,40708,C座502,1-16,全周,,课表
测控2301班测绘2301-02,64,202520262013874,习近平新时代中国特色社会主义思想概论,庄宏韬[222199],马克思主义学院,40708,C座503,1-16,全周,,课表
化工2304班制药2301-02,68,202520262019586,形势与政策,唐海波[802418],马克思主义学院,40708,C座504,"7,11",全周,,课表
机械2307-08,64,202520262020419,形势与政策,周芳[216031],机电工程学院,40708,C座507,"7,11",全周,,课表
地勘2301-03,0,202520262013906,勘查地球化学,刘磊[218101],地球科学与信息物理学院,40708,C座508,1-4,全周,,课表
光电2401-02,52,202520262006350,马克思主义基本原理,刘临达[218136],马克思主义学院,40708,C座510,1-16,全周,,课表
计算机类2505-06,66,202520262000563,国家安全教育,汤秋芬[221070],马克思主义学院,40708,C座511,"10-12,14-16",全周,,课表
国贸2401-02,60,202520262006079,跨境电子商务,祝平衡[209070],商学院,40708,D座101,9-16,全周,,课表
国贸2401-02,0,202520262006091,数字金融,赵允宁[220167],商学院,40708,D座101,1-8,全周,,课表
中文2301-03,98,202520262011221,毛泽东思想和中国特色社会主义理论体系概论,朱威夫[220244],马克思主义学院,40708,D座103,1-16,全周,,课表
应数2401-03班应数T2401,103,202520262006430,计算机程序设计(C++),吕骏[152030],数学与统计学院,40708,D座104,1-12,全周,,课表
环境2302,19,202520262013505,大气污染控制工程,"沈锋华[219126],向开松[223087],肖细元[207149]",冶金与环境学院,40708,D座106,1-8,全周,,课表
经济管理类2502,32,202520262002046,宏观经济学,钟美瑞[205014],商学院,40708,D座107,1-12,全周,,课表
出版2401-02,58,202520262006014,知识产权概论,刘玲武[217109],人文学院,40708,D座108,1-4,全周,,课表
出版2401-02,58,202520262005978,中外新闻史,凌菁[204089],人文学院,40708,D座108,5-8,全周,,课表
通信2401-03,83,202520262004572,数据结构,刘安丰[132381],电子信息学院,40708,D座110,1-14,全周,,课表
粉体2409,22,202520262007254,材料科学基础（一）,"李志友[133334],谭彦妮[211178]",粉末冶金研究院,40708,D座117,5-16,全周,,课表
统计2401-03,102,202520262006468,实变函数B,周华成[218133],数学与统计学院,40708,D座120,1-12,全周,,课表
采矿2403-04,0,202520262007717,土力学,"韩东亚[221035],谢学斌[701203]",资源与安全工程学院,40708,D座121,7-16,全周,,课表
材料2401-02,0,202520262007389,科学计算与MATLAB语言,"曾广[218162],张勇[219096]",材料科学与工程学院,40708,D座122,1-10,全周,,课表
粉体2403-04,54,202520262007302,工科大学化学—物理化学A(二),邓文韬[221296],化学化工学院,40708,D座125,1-10,全周,,课表
材料2403-04,0,202520262007395,科学计算与MATLAB语言,"段柏华[209016],吴壮志[212203]",材料科学与工程学院,40708,D座128,1-10,全周,,课表
金融2402,23,202520262006072,国际金融学,毛玮芳[224105],商学院,40708,D座129,1-10,全周,,课表
出版2301-03,0,202520262011259,媒介文化研究,黄芸[209113],人文学院,40708,D座130,1-8,全周,,课表
法学2301-05,0,202520262010735,国际环境法学,兰莹[223094],法学院,40708,D座202,9-16,全周,,课表
遥感2401-03班测绘2401-02,0,202520262007884,数据库原理与技术,黄继先[128218],地球科学与信息物理学院,40708,D座204,11-16,全周,,课表
自动化T2301班自动化2307-08,90,202520262018877,形势与政策,刘勇为[210125],马克思主义学院,40708,D座205,"7,11",全周,,课表
制药2401-02,46,202520262006309,创新创业导论,彭立静[702146],公共管理学院,40708,D座206,1-16,全周,,课表
应化T2401,19,202520262006200,仪器分析A,张翼[208037],化学化工学院,40708,化学楼125,1-6,全周,,课表
应化T2401,19,202520262006200,仪器分析A,卢红梅[135281],化学化工学院,40708,化学楼125,7-12,全周,,课表
微电子2301-02,0,202520262012528,特种微纳加工技术,"陈泽宇[219107],陈卓[215018],冯佩[217083],刘林鹏[223116],王聪[214089]",机电工程学院,40708,机电楼C503,3-10,全周,,课表
机械2401,32,202520262007146,机械精度设计,翁灿[211060],机电工程学院,40708,机电楼C504,9-16,全周,,课表
机械2305,0,202520262012831,机械制造工程（二）,赵海鸣[134233],机电工程学院,40708,机电楼C505,1-8,全周,,课表
机械2411,33,202520262007149,机械精度设计,"严宏志[134243],赵海鸣[134233]",机电工程学院,40708,机电楼C505,9-16,全周,,课表
光电2403-04,54,202520262006361,光纤光学,"陈智慧[220048],谢文科[215096]",物理学院,40708,数理楼123,2-11,全周,,课表
应物T2401,30,202520262006388,原子分子物理学,束传存[217110],物理学院,40708,数理楼124,2-13,全周,,课表
应物T2301,0,202520262011546,粒子物理,熊小努[219013],物理学院,40708,数理楼132,1-16,全周,,课表
应数T2301,0,202520262011713,微分方程数值解法,"潘克家[209087],郑洲顺[137295]",数学与统计学院,40708,数理楼142,1-14,全周,,课表
信科2301-02,0,202520262011611,计算机图形学,刘圣军[207130],数学与统计学院,40708,数理楼238,1-12,全周,,课表
应数D2501-02,57,202520262000133,纯数学中的若干问题,苗存强[219118],数学与统计学院,40708,数理楼245,1-16,全周,,课表
冶金材料类2511,28,202520262003473,大学英语（二）,曹鑫[206180],外国语学院,40708,外语网络楼101,1-16,全周,,课表
遥感测绘地信类2506,28,202520262003818,大学英语（二）,屈典宁[136225],外国语学院,40708,外语网络楼102,1-16,全周,,课表
生信2501,28,202520262000884,大学英语（二）,邓英姿[136249],外国语学院,40708,外语网络楼103,1-16,全周,,课表
经济管理类2508,32,202520262002024,大学英语（二）,唐陆军[136257],外国语学院,40708,外语网络楼104,1-16,全周,,课表
材料Q2501,20,202520262003670,大学英语（二）,王昱[212181],外国语学院,40708,外语网络楼105,1-16,全周,,课表
理工预科2503,32,202520262001489,英语（二）,胡敏文[702039],外国语学院,40708,外语网络楼106,"1-8,10-17",全周,,课表
信科2502,0,202520262002389,大学英语（二）,赵蕙[207091],外国语学院,40708,外语网络楼107,1-16,全周,,课表
计算机类2504,33,202520262000602,大学英语（二）,任秀[208143],外国语学院,40708,外语网络楼108,1-16,全周,,课表
交设D2301,31,202520262008020,机车电传动与制动,刘辉[209057],交通运输工程学院,40708,外语网络楼116,9-16,全周,,课表
检验2502,24,202520262001442,大学英语（二）,唐媛[206067],外国语学院,40708,外语网络楼117,1-16,全周,,课表
日语2501,0,202520262001739,日本影视动漫文学,日语外教[o0276],外国语学院,40708,外语网络楼207,1-16,全周,,课表
英语2401,19,202520262005734,英语分析性阅读(三),曾竹青[702090],外国语学院,40708,外语网络楼210,1-16,全周,,课表
英语2505,0,202520262001772,跨文化交际,方哲英[702103],外国语学院,40708,外语网络楼214,1-16,全周,,课表
英语[2301-05]班西班牙语2301,0,202520262011040,心理语言学入门,苏怡[214109],外国语学院,40708,外语网络楼216,1-16,全周,,课表
计算机类2502,31,202520262000606,大学英语（二）,李瑶[136191],外国语学院,40708,外语网络楼223,1-16,全周,,课表
临床医学五年类2512,29,202520262001332,大学英语（二）,马婧[206070],外国语学院,40708,外语网络楼224,1-16,全周,,课表
地勘T2501,0,202520262003786,大学英语（二）,刘可红[136276],外国语学院,40708,外语网络楼227,1-16,全周,,课表
能源类2510,30,202520262002985,大学英语（二）,谢孝兰[203058],外国语学院,40708,外语网络楼229,1-16,全周,,课表
法学2501,30,202520262001546,大学英语（二）,潘紫霓[209030],外国语学院,40708,外语网络楼230,1-16,全周,,课表
计算机类2512,33,202520262000596,大学英语（二）,王箐[136218],外国语学院,40708,外语网络楼231,1-16,全周,,课表
艺科2507,20,202520262001626,大学基础英语（二）,王文燕[136282],外国语学院,40708,外语网络楼345,1-16,全周,,课表
电子信息类2509,34,202520262000728,大学英语（二）,易鸣[803314],外国语学院,40708,外语网络楼346,1-16,全周,,课表
自动化与电气类2511,31,202520262000307,大学英语（二）,傅晓燕[170035],外国语学院,40708,外语网络楼349,1-16,全周,,课表
音乐表演2502,17,202520262001581,大学基础英语（二）,伍莉[136261],外国语学院,40708,外语网络楼351,1-16,全周,,课表
遥感测绘地信类2501,27,202520262003817,大学英语（二）,李曼青[206072],外国语学院,40708,外语网络楼353,1-16,全周,,课表
计算机类2507,32,202520262000595,大学英语（二）,李艳花[204070],外国语学院,40708,外语网络楼449,1-16,全周,,课表
文史预科2501,20,202520262001471,英语（二）,何佳[702012],外国语学院,40708,外语网络楼451,"1-8,10-17",全周,,课表
土木国际2501,27,202520262002463,雅思听说（二）,赵科红[204066],外国语学院,40708,外语网络楼453,1-16,全周,,课表
土木国际2503,29,202520262002465,雅思听说（二）,欧阳婷[212008],外国语学院,40708,外语网络楼454,1-16,全周,,课表
英语2405班法语2401班西班牙语2401,27,202520262005737,世界文明史,郭云[208061],外国语学院,40708,外语网络楼601,1-16,全周,,课表
英语2403-04,36,202520262005738,世界文明史,耿俐琴[702096],外国语学院,40708,外语网络楼604,1-16,全周,,课表
能器2401-02,0,202520262007595,日语（二外）,肖志[136262],外国语学院,40708,外语网络楼612,1-16,全周,,课表
英语2402,25,202520262005826,视译基础（英译汉）,吴远宁[702063],外国语学院,40708,外语网络楼614,1-16,全周,,课表
法语2301,19,202520262010972,法语口译,夏高琴[209106],外国语学院,40708,外语网络楼627,1-16,全周,,课表
计算机D2201-02,58,202520262013993,前沿研究,"桂宁[218116],李祖德[211010],钟萍[213072]",计算机学院,40708,外语网络楼635,1-6,全周,,课表
计算机D2201-02,58,202520262013993,前沿研究,高杨[222285],计算机学院,40708,外语网络楼635,7-8,全周,,课表
舞蹈表演2501,23,202520262001718,芭蕾舞基训（二）,郭贝贝[204098],建筑与艺术学院,40708,艺术楼109,1-16,全周,,课表
舞蹈表演2401,22,202520262005521,中外舞蹈史（一）,龚倩[216021],建筑与艺术学院,40708,艺术楼202,1-16,全周,,课表
音乐表演2401-02,34,202520262005685,合唱与合唱指挥-2,刘宇田[204050],建筑与艺术学院,40708,艺术楼204,1-16,全周,,课表
临班0,0,202520262020858,国学精粹,刘立夫[139202],人文学院,40910,A座101,1-16,全周,,课表
临班0,0,202520262017541,疫战到底--瘟疫的历史和控制,"陈梦施[217100],邓静[803127]",湘雅公共卫生学院,40910,A座104,1-16,全周,,课表
017640,0,202520262017640,大学生健康教育,左钰[601581],湘雅三医院,40910,A座108,1-16,全周,,课表
临班0,0,202520262020328,英文电影欣赏与翻译,陈晓勤[203061],外国语学院,40910,A座110,1-16,全周,,课表
020886,0,202520262020886,职业生涯规划与求职就业指导,李卉淼[223049],粉末冶金研究院,40910,A座111,1-16,全周,,课表
017634,0,202520262017634,职业生涯规划与求职就业指导,"连选[219150],许宁[221160]","计算机学院,自动化学院",40910,A座112,1-16,全周,,课表
017631,0,202520262017631,职业生涯规划与求职就业指导,蔡圳阳[212065],材料科学与工程学院,40910,A座113,1-16,全周,,课表
017636,0,202520262017636,职业生涯规划与求职就业指导,常秋碧[220092],自动化学院,40910,A座114,1-16,全周,,课表
020885,0,202520262020885,职业生涯规划与求职就业指导,范帆[220096],邓迪国际学院,40910,A座115,1-16,全周,,课表
临班0,0,202520262017663,邂逅人工智能时代,"何小贤[208024],康松林[703127],奎晓燕[209112],李钦松[222219],刘丽敏[703039],刘逸峰[220097],刘姝[218083],王逗[218155],王磊[207094],张潮[222005],张永敏[219079],赵颖[132390],钟萍[213072]","大数据研究院,计算机学院,信息与网络中心",40910,A座117,1-16,全周,,课表
临班0,0,202520262017666,事故急救与安全教育,陈嘉[210061],湘雅护理学院,40910,A座119,1-16,全周,,课表
临班0,0,202520262020297,实用英语写作,陈洁[136246],外国语学院,40910,A座122,1-16,全周,,课表
临班0,0,202520262018162,创业基础（创新创业与专利法）,刘强[209065],法学院,40910,A座201,1-16,全周,,课表
临班0,0,202520262020222,水彩画赏析与体验,孔果[701056],建筑与艺术学院,40910,A座202,1-16,全周,,课表
临班0,0,202520262020351,心理学,陈锐[139143],马克思主义学院,40910,A座204,1-16,全周,,课表
临班0,0,202520262020861,中国文学经典与中国精神,邓栗[106015],人文学院,40910,A座210,1-16,全周,,课表
020884,0,202520262020884,职业生涯规划与求职就业指导,刘亚红[203124],人文学院,40910,A座211,1-16,全周,,课表
017633,0,202520262017633,职业生涯规划与求职就业指导,刘琦[221145],地球科学与信息物理学院,40910,A座212,1-16,全周,,课表
临班0,0,202520262020848,发现唐诗宋词,刘学[203137],人文学院,40910,A座301,1-16,全周,,课表
临班0,0,202520262017600,经贸谈判,董佳敏[221294],商学院,40910,A座304,1-16,全周,,课表
临班0,0,202520262020866,微观经济学,程继鑫[222109],商学院,40910,A座308,1-16,全周,,课表
临班0,0,202520262020912,地质美景赏析,李群[208140],地球科学与信息物理学院,40910,A座311,1-16,全周,,课表
017635,0,202520262017635,职业生涯规划与求职就业指导,肖楚楚[214065],机电工程学院,40910,A座312,1-16,全周,,课表
017637,0,202520262017637,职业生涯规划与求职就业指导,高佩茹[221181],机电工程学院,40910,A座313,1-16,全周,,课表
020888,0,202520262020888,职业生涯规划与求职就业指导,胡寒[219151],冶金与环境学院,40910,A座314,1-16,全周,,课表
020895,0,202520262020895,职业生涯规划与求职就业指导,胡维[213113],商学院,40910,A座315,1-16,全周,,课表
临班0,0,202520262017602,人力资源管理,胡斌[222273],商学院,40910,A座317,1-16,全周,,课表
017632,0,202520262017632,职业生涯规划与求职就业指导,张翠[221150],粉末冶金研究院,40910,A座319,1-16,全周,,课表
临班0,0,202520262017605,中国文化视域下的组织与人力管理,颜爱民[131107],商学院,40910,A座401,1-16,全周,,课表
临班0,0,202520262017691,环境污染与现代生活,洪波[219042],冶金与环境学院,40910,A座404,1-16,全周,,课表
017630,0,202520262017630,职业生涯规划与求职就业指导,杨露[220143],材料科学与工程学院,40910,A座412,1-16,全周,,课表
017627,0,202520262017627,职业生涯规划实训,胡幽[207054],地球科学与信息物理学院,40910,A座414,1-16,全周,,课表
017629,0,202520262017629,职业生涯规划与求职就业指导,黄奎[222159],机电工程学院,40910,A座415,1-16,全周,,课表
临班0,0,202520262020859,西方哲学与趣味人生,杨俊[208131],人文学院,40910,A座419,1-16,全周,,课表
临班0,0,202520262020842,写作,邓梦燕[139145],人文学院,40910,A座420,1-16,全周,,课表
临班0,0,202520262017606,公司战略管理,姚海琳[205064],商学院,40910,A座421,1-16,全周,,课表
临班1,0,202520262022712,宝玉石鉴赏,胡斌[127258],地球科学与信息物理学院,40910,B座101,1-16,全周,,课表
临班0,0,202520262020293,《周易》（双语）,旷剑敏[702140],外国语学院,40910,B座102,1-16,全周,,课表
临班0,0,202520262018164,经济法,王健[221262],法学院,40910,B座103,1-16,全周,,课表
临班1,0,202520262022714,透过卫星看地球,冯光财[208177],地球科学与信息物理学院,40910,B座105,1-16,全周,,课表
临班0,0,202520262017538,食物、营养、身体活动和癌症预防,"陈继华[211223],冯湘玲[802932],任国峰[802416]",湘雅公共卫生学院,40910,B座106,1-16,全周,,课表
临班0,0,202520262017550,药与健康,李春华[135297],化学化工学院,40910,B座107,1-16,全周,,课表
临班0,0,202520262020822,生命科学导论,"李交昆[210012],杨宇[129182],张雁生[211197]",资源加工与生物工程学院,40910,B座108,1-16,全周,,课表
临班0,0,202520262020352,朋辈心理辅导基础,马晓虹[132372],马克思主义学院,40910,B座110,1-16,全周,,课表
临班0,0,202520262017671,健康心理学,彭立静[702146],公共管理学院,40910,B座111,1-16,全周,,课表
临班0,0,202520262020308,日语入门,肖志[136262],外国语学院,40910,B座112,1-16,全周,,课表
临班0,0,202520262017552,名侦探柯南与化学探秘,徐海[209194],化学化工学院,40910,B座113,1-16,全周,,课表
临班0,0,202520262020315,英文电影欣赏与翻译,邱香玲[136194],外国语学院,40910,B座114,1-16,全周,,课表
临班0,0,202520262020304,英汉翻译技巧,屈典宁[136225],外国语学院,40910,B座117,1-16,全周,,课表
临班0,0,202520262020310,日语入门,徐小艳[136271],外国语学院,40910,B座118,1-16,全周,,课表
临班0,0,202520262020325,新闻英语,李丽君[136164],外国语学院,40910,B座202,1-16,全周,,课表
临班0,0,202520262020911,宝玉石鉴赏,王智琳[212173],地球科学与信息物理学院,40910,B座203,1-16,全周,,课表
临班0,0,202520262017599,金融学,朱宁[138174],商学院,40910,B座205,1-16,全周,,课表
临班0,0,202520262020318,实用英语写作,李曼青[206072],外国语学院,40910,B座207,1-16,全周,,课表
临班0,0,202520262020150,公共安全管理概论,"李明[206044],刘琼[210063]",资源与安全工程学院,40910,B座208,1-16,全周,,课表
临班0,0,202520262020829,哲学思想与人文关怀,米满月[707094],人文学院,40910,B座210,1-16,全周,,课表
临班0,0,202520262020314,英文电影欣赏与翻译,任秀[208143],外国语学院,40910,B座211,1-16,全周,,课表
临班0,0,202520262020224,瑶族纹饰奥秘,徐皎[206079],建筑与艺术学院,40910,B座212,1-16,全周,,课表
临班0,0,202520262020333,英美文学欣赏,央泉[802151],外国语学院,40910,B座213,1-16,全周,,课表
临班0,0,202520262017604,博弈论解说,石莎莎[209128],商学院,40910,B座214,1-16,全周,,课表
临班0,0,202520262020177,环境保护与可持续发展,史美清[224022],冶金与环境学院,40910,B座217,1-8,全周,,课表
临班0,0,202520262020177,环境保护与可持续发展,赵飞平[218151],冶金与环境学院,40910,B座217,9-16,全周,,课表
临班0,0,202520262020212,美术欣赏,姚立平[212168],建筑与艺术学院,40910,B座218,1-16,全周,,课表
临班0,0,202520262017690,环境保护与可持续发展,司梦莹[222050],冶金与环境学院,40910,B座219,1-16,全周,,课表
临班0,0,202520262017699,重金属污染、防治与健康,"李明钢[222044],王晗[222212]",冶金与环境学院,40910,B座302,1-16,全周,,课表
临班0,0,202520262020326,英文电影欣赏与翻译,曹鑫[206180],外国语学院,40910,B座304,1-16,全周,,课表
临班0,0,202520262020209,硬笔画欣赏与表现,肖山[134331],建筑与艺术学院,40910,B座305,1-16,全周,,课表
临班0,0,202520262017597,微观经济学,祝平衡[209070],商学院,40910,B座306,1-16,全周,,课表
临班0,0,202520262020852,基础逻辑,李熙[215072],人文学院,40910,B座308,1-16,全周,,课表
临班0,0,202520262020329,英文电影欣赏与翻译,李艳花[204070],外国语学院,40910,B座309,1-16,全周,,课表
临班0,0,202520262020830,生命伦理学,欧阳建平[803349],人文学院,40910,B座311,1-16,全周,,课表
临班0,0,202520262020831,儒家文化,谭忠诚[139204],人文学院,40910,B座312,1-16,全周,,课表
临班0,0,202520262020835,儒家文化,姚勇[223051],人文学院,40910,B座313,1-16,全周,,课表
临班0,0,202520262020301,英美文学欣赏,易鸣[803314],外国语学院,40910,B座314,1-16,全周,,课表
临班0,0,202520262020305,英汉翻译技巧,唐陆军[136257],外国语学院,40910,B座315,1-16,全周,,课表
临班0,0,202520262020838,中国文学经典与中国精神,唐苗[216038],人文学院,40910,B座318,1-16,全周,,课表
临班0,0,202520262020786,走进世界艺术博物馆------艾尔米塔什,曾春英[136125],外国语学院,40910,B座319,1-16,全周,,课表
临班0,0,202520262017696,双碳战略与资源循环,"田庆华[207126],王亲猛[219019]",冶金与环境学院,40910,B座320,1-16,全周,,课表
临班0,0,202520262017596,宏观经济学,李杨扬[222082],商学院,40910,B座402,1-16,全周,,课表
临班0,0,202520262020916,消防安全,易亮[205053],土木工程学院,40910,B座404,11-14,全周,,课表
临班0,0,202520262020916,消防安全,徐彧[701231],土木工程学院,40910,B座404,3-6,全周,,课表
临班0,0,202520262020916,消防安全,申永江[209059],土木工程学院,40910,B座404,7-10,全周,,课表
临班0,0,202520262020916,消防安全,陈长坤[205065],土木工程学院,40910,B座404,1-2,全周,,课表
临班0,0,202520262020916,消防安全,王峥阳[220042],土木工程学院,40910,B座404,15-16,全周,,课表
临班0,0,202520262020292,体验科学－大学物理演示实验,"李幼真[203057],孙锡良[160009],徐富新[137215]",物理学院,40910,B座405,1-16,全周,,课表
临班0,0,202520262020306,商务英语交流,李瑶[136191],外国语学院,40910,B座408,1-16,全周,,课表
临班0,0,202520262017659,学术诚信与学术规范,"李忠民[802574],刘可夫[221071]",生命科学学院,40910,B座409,3-18,全周,,课表
临班0,0,202520262020818,体育欣赏,李亚俊[712057],体育教研部,40910,B座409,2,全周,,课表
临班0,0,202520262017679,管理心理学,欧阳万福[139153],公共管理学院,40910,B座411,1-16,全周,,课表
临班0,0,202520262020294,英文电影欣赏与翻译,田湘映[702031],外国语学院,40910,B座412,1-16,全周,,课表
临班0,0,202520262020846,中国现代文学八讲,曾祥金[225187],人文学院,40910,B座413,1-16,全周,,课表
临班0,0,202520262020299,学术英语,张弢[136280],外国语学院,40910,B座414,1-16,全周,,课表
临班0,0,202520262020867,经贸谈判,田晖[136243],商学院,40910,B座415,1-16,全周,,课表
临班0,0,202520262017695,储能技术与电动汽车,王梦然[222034],冶金与环境学院,40910,B座418,1-16,全周,,课表
临班0,0,202520262017694,科学计算与虚拟现实,邹忠[130245],冶金与环境学院,40910,B座419,5-16,全周,,课表
临班0,0,202520262017694,科学计算与虚拟现实,张红亮[208187],冶金与环境学院,40910,B座419,1-4,全周,,课表
临班0,0,202520262017697,矿物质与人体健康,王明玉[205165],冶金与环境学院,40910,B座420,1-16,全周,,课表
临班0,0,202520262017603,传统文化与管理智慧,胡平杰[136244],商学院,40910,B座501,1-16,全周,,课表
临班0,0,202520262017543,饮食、文化与健康,"林茜[803128],郑温雅[219078]",湘雅公共卫生学院,40910,B座502,1-16,全周,,课表
临班0,0,202520262020849,文学与创意,晏杰雄[213185],人文学院,40910,B座505,1-16,全周,,课表
临班0,0,202520262020323,西班牙语入门,刘安琪[223151],外国语学院,40910,B座507,1-16,全周,,课表
临班0,0,202520262020309,《周易》（双语）,刘可红[136276],外国语学院,40910,B座508,1-16,全周,,课表
临班0,0,202520262020317,中西文化对比,欧阳婷[212008],外国语学院,40910,B座510,1-16,全周,,课表
临班0,0,202520262017601,创业基础（创业学）,王伟姣[218192],商学院,40910,B座511,1-16,全周,,课表
临班0,0,202520262000083,习近平法治思想概论,张新平[218158],法学院,40910,B座512,1-16,全周,,课表
临班0,0,202520262017692,3D打印技术的基础与应用,张亚光[221270],冶金与环境学院,40910,B座513,1-16,全周,,课表
临班0,0,202520262020839,经典鉴赏与文艺思潮,魏颖[203035],人文学院,40910,B座514,1-16,全周,,课表
临班0,0,202520262020332,英美文学欣赏,吴玲英[136153],外国语学院,40910,B座517,1-16,全周,,课表
临班0,0,202520262020855,大学语文,钟虎妹[139170],人文学院,40910,B座518,1-16,全周,,课表
临班0,0,202520262020918,瑶族长鼓舞欣赏,伍彦谚[206134],建筑与艺术学院,40910,B座519,1-16,全周,,课表
临班0,0,202520262020820,现代生物技术概论,"陈祝[221084],甘敏[217080],朱建裕[129188]",资源加工与生物工程学院,40910,C座103,1-16,全周,,课表
临班0,0,202520262020151,道路交通环境的安全、生态与美,陈沅江[203097],资源与安全工程学院,40910,C座104,1-16,全周,,课表
临班0,0,202520262020832,大学心理学,陈媛[114013],人文学院,40910,C座105,1-16,全周,,课表
临班0,0,202520262020806,国家安全通论,王秉[219091],"党委学生工作部（学生工作处）、武装部,法学院,公共管理学院,马克思主义学院,数学与统计学院,湘雅公共卫生学院,信息与网络中心,资源与安全工程学院",40910,C座109,1-16,全周,,课表
017644,0,202520262017644,中国概况（二）,"段珺皓[221159],黄永明[211103],江倩[221158],彭洒逸[220073],彭钟哲[221161],向学勇[136204],晏雯苗[220074]",国际教育学院,40910,C座111,1-16,全周,,课表
临班0,0,202520262017536,职业与健康,"关岚[802375],曾明[802371]",湘雅公共卫生学院,40910,C座112,1-16,全周,,课表
临班0,0,202520262020917,舞蹈艺术欣赏,郭贝贝[204098],建筑与艺术学院,40910,C座203,1-16,全周,,课表
临班0,0,202520262020847,汉字与文化学,陈文波[223149],人文学院,40910,C座204,1-16,全周,,课表
